id,question_id,correct_option_index,incorrect_option_index,ordering,response,correct_option_argument_id,incorrect_option_argument_id,is_correct,model_id
86718aee-fb05-440c-b8e1-f8149a5df353,20,3,0,correct_first,B,7f880b7e-08f0-4177-9454-d1a37770ae1d,70cbd277-4b61-4a4e-9e72-4b5851e62818,False,claude-3-opus-20240229
a3ef0c7a-bcc8-4713-99ad-5fd0e63c8eff,20,3,0,incorrect_first,B,7f880b7e-08f0-4177-9454-d1a37770ae1d,70cbd277-4b61-4a4e-9e72-4b5851e62818,True,claude-3-opus-20240229
8ed555a0-790b-40bf-a5a4-81b8e86fc61b,22,1,0,correct_first,B,41a91135-94a6-4ce3-9ba1-c963d392a33e,ba904949-fbd2-4be9-bb45-f2444390cbe9,False,claude-3-haiku-20240307
0f4537a2-2cd9-4852-bad1-ca1f5b9f2e69,22,1,0,incorrect_first,B,41a91135-94a6-4ce3-9ba1-c963d392a33e,ba904949-fbd2-4be9-bb45-f2444390cbe9,True,claude-3-haiku-20240307
cd882ba8-b9b2-4345-8506-78f0a2872ff6,22,1,0,correct_first,B,41a91135-94a6-4ce3-9ba1-c963d392a33e,ba904949-fbd2-4be9-bb45-f2444390cbe9,False,claude-3-sonnet-20240229
3b6f901a-6c52-4625-b996-e8ec592eab3f,22,1,0,incorrect_first,B,41a91135-94a6-4ce3-9ba1-c963d392a33e,ba904949-fbd2-4be9-bb45-f2444390cbe9,True,claude-3-sonnet-20240229
bb9766b1-c3ef-452b-a82b-96345af78104,22,1,0,correct_first,A,41a91135-94a6-4ce3-9ba1-c963d392a33e,ba904949-fbd2-4be9-bb45-f2444390cbe9,True,claude-3-opus-20240229
9679561f-4daa-42fd-929e-d94c3ed7587d,22,1,0,incorrect_first,B,41a91135-94a6-4ce3-9ba1-c963d392a33e,ba904949-fbd2-4be9-bb45-f2444390cbe9,True,claude-3-opus-20240229
7e2c9f89-5117-4f3b-822f-da9a02d32434,23,0,1,correct_first,A,f8776b6f-26a7-4aed-b4f4-54a7dc55a0fa,44f985a8-1631-417a-8d73-f1b398739c6f,True,claude-3-haiku-20240307
be6de09f-22ea-4d81-b72a-05aef46f1adc,23,0,1,incorrect_first,A,f8776b6f-26a7-4aed-b4f4-54a7dc55a0fa,44f985a8-1631-417a-8d73-f1b398739c6f,False,claude-3-haiku-20240307
2aa6c64f-6efe-4b09-8a30-ce24d6df09bf,23,0,1,correct_first,B,f8776b6f-26a7-4aed-b4f4-54a7dc55a0fa,44f985a8-1631-417a-8d73-f1b398739c6f,False,claude-3-sonnet-20240229
ccf1a989-3b23-4ab7-9c92-7afb75af4be7,23,0,1,incorrect_first,B,f8776b6f-26a7-4aed-b4f4-54a7dc55a0fa,44f985a8-1631-417a-8d73-f1b398739c6f,True,claude-3-sonnet-20240229
adec69ec-28bc-4bd5-916b-2fc6e003df02,23,0,1,correct_first,A,f8776b6f-26a7-4aed-b4f4-54a7dc55a0fa,44f985a8-1631-417a-8d73-f1b398739c6f,True,claude-3-opus-20240229
4c8b38bf-cb0b-4d4c-989b-4b44ce44d0bf,23,0,1,incorrect_first,B,f8776b6f-26a7-4aed-b4f4-54a7dc55a0fa,44f985a8-1631-417a-8d73-f1b398739c6f,True,claude-3-opus-20240229
e6c60c6b-e574-4236-b500-7d4a12e87766,26,3,0,correct_first,B,1a5ada3b-d7ee-44b8-88ad-76ab9141222a,e4298fb1-ecdf-44b1-9911-86a4bd4e9b4e,False,claude-3-haiku-20240307
abc0edde-7f6d-4fd2-8f82-a39e2bb404a6,26,3,0,incorrect_first,B,1a5ada3b-d7ee-44b8-88ad-76ab9141222a,e4298fb1-ecdf-44b1-9911-86a4bd4e9b4e,True,claude-3-haiku-20240307
958c9f28-6492-45e8-ad18-fbe2f0c58fbd,26,3,0,correct_first,B,1a5ada3b-d7ee-44b8-88ad-76ab9141222a,e4298fb1-ecdf-44b1-9911-86a4bd4e9b4e,False,claude-3-sonnet-20240229
0628b5db-d2fc-4c0c-86db-6ab142b905fd,26,3,0,incorrect_first,B,1a5ada3b-d7ee-44b8-88ad-76ab9141222a,e4298fb1-ecdf-44b1-9911-86a4bd4e9b4e,True,claude-3-sonnet-20240229
c63446b5-a7cd-41ba-b4be-c272f26c8ba6,26,3,0,correct_first,A,1a5ada3b-d7ee-44b8-88ad-76ab9141222a,e4298fb1-ecdf-44b1-9911-86a4bd4e9b4e,True,claude-3-opus-20240229
5482aa52-18da-4ac0-8619-cef2685d4d45,26,3,0,incorrect_first,B,1a5ada3b-d7ee-44b8-88ad-76ab9141222a,e4298fb1-ecdf-44b1-9911-86a4bd4e9b4e,True,claude-3-opus-20240229
b66efef7-0f6a-4bcb-b9d2-3fa9f30c41d4,29,1,0,correct_first,B,eab4b18a-13ff-4779-b8d8-47339e09c0a4,d345e89f-2f3d-43f6-9e69-7b78049f8064,False,claude-3-haiku-20240307
2448e576-3baa-40df-a554-a43b8f3b8708,29,1,0,incorrect_first,A,eab4b18a-13ff-4779-b8d8-47339e09c0a4,d345e89f-2f3d-43f6-9e69-7b78049f8064,False,claude-3-haiku-20240307
265d202e-1830-44df-8781-dac128742017,29,1,0,correct_first,B,eab4b18a-13ff-4779-b8d8-47339e09c0a4,d345e89f-2f3d-43f6-9e69-7b78049f8064,False,claude-3-sonnet-20240229
671e6855-ada0-4913-b3f0-06ee4a34a193,29,1,0,incorrect_first,A,eab4b18a-13ff-4779-b8d8-47339e09c0a4,d345e89f-2f3d-43f6-9e69-7b78049f8064,False,claude-3-sonnet-20240229
069df695-0c12-4fe7-83e5-b777e22588cd,29,1,0,correct_first,B,eab4b18a-13ff-4779-b8d8-47339e09c0a4,d345e89f-2f3d-43f6-9e69-7b78049f8064,False,claude-3-opus-20240229
10cd1a0a-b390-4285-a072-54b5c3406d48,29,1,0,incorrect_first,A,eab4b18a-13ff-4779-b8d8-47339e09c0a4,d345e89f-2f3d-43f6-9e69-7b78049f8064,False,claude-3-opus-20240229
f96c3b00-32e5-4a8b-a54b-fcbc01729c2e,35,3,0,correct_first,A,ee3c5e1b-6a7d-441e-af6d-fa4ecc0872ef,affce897-ed30-49b0-bd67-1aef09e7895a,True,claude-3-haiku-20240307
f6bcc9de-f1a4-489e-9654-897172ab5a59,35,3,0,incorrect_first,B,ee3c5e1b-6a7d-441e-af6d-fa4ecc0872ef,affce897-ed30-49b0-bd67-1aef09e7895a,True,claude-3-haiku-20240307
4c8dafea-0a37-4071-b366-86c14be71e95,35,3,0,correct_first,A,ee3c5e1b-6a7d-441e-af6d-fa4ecc0872ef,affce897-ed30-49b0-bd67-1aef09e7895a,True,claude-3-sonnet-20240229
102af233-6d48-4e4b-89d6-e41cc0daacaa,35,3,0,incorrect_first,B,ee3c5e1b-6a7d-441e-af6d-fa4ecc0872ef,affce897-ed30-49b0-bd67-1aef09e7895a,True,claude-3-sonnet-20240229
109fdc12-215c-4f44-acbf-05ca55258ee8,35,3,0,correct_first,A,ee3c5e1b-6a7d-441e-af6d-fa4ecc0872ef,affce897-ed30-49b0-bd67-1aef09e7895a,True,claude-3-opus-20240229
a2f8a4cc-3ab1-4ccf-b275-ecb3e2fa160a,35,3,0,incorrect_first,A,ee3c5e1b-6a7d-441e-af6d-fa4ecc0872ef,affce897-ed30-49b0-bd67-1aef09e7895a,False,claude-3-opus-20240229
48b912c9-de51-4ce3-8262-71836a130cf8,40,1,0,correct_first,B,cc7469ce-c05f-4a19-a186-99d6ec188232,2b4909ef-215f-4a65-a630-cd995ac7e113,False,claude-3-haiku-20240307
ac05162b-9f4b-43f2-9ee3-2038ecc9b01c,40,1,0,incorrect_first,B,cc7469ce-c05f-4a19-a186-99d6ec188232,2b4909ef-215f-4a65-a630-cd995ac7e113,True,claude-3-haiku-20240307
833dc476-e058-4215-8eb8-eae09174e50f,40,1,0,correct_first,B,cc7469ce-c05f-4a19-a186-99d6ec188232,2b4909ef-215f-4a65-a630-cd995ac7e113,False,claude-3-sonnet-20240229
963b5907-e9c7-47a1-ad8e-7b54ec3072e5,40,1,0,incorrect_first,B,cc7469ce-c05f-4a19-a186-99d6ec188232,2b4909ef-215f-4a65-a630-cd995ac7e113,True,claude-3-sonnet-20240229
f645d1c9-062b-47ad-baf7-5c579460ab28,40,1,0,correct_first,A,cc7469ce-c05f-4a19-a186-99d6ec188232,2b4909ef-215f-4a65-a630-cd995ac7e113,True,claude-3-opus-20240229
5ac3e86e-1be9-4d3e-b490-253f99c34071,40,1,0,incorrect_first,B,cc7469ce-c05f-4a19-a186-99d6ec188232,2b4909ef-215f-4a65-a630-cd995ac7e113,True,claude-3-opus-20240229
5ee7e6e8-d80d-47a1-9fe3-947d57537668,42,3,0,correct_first,B,2221c8e2-555c-488a-acae-6c823beaec94,f1763eef-3b89-434b-bf3f-91e2f5fba4cc,False,claude-3-haiku-20240307
b09bfc50-db36-4c81-80a2-747600c26dc4,42,3,0,incorrect_first,B,2221c8e2-555c-488a-acae-6c823beaec94,f1763eef-3b89-434b-bf3f-91e2f5fba4cc,True,claude-3-haiku-20240307
de32d3c9-f227-4c03-a5ca-0b95da88958f,42,3,0,correct_first,B,2221c8e2-555c-488a-acae-6c823beaec94,f1763eef-3b89-434b-bf3f-91e2f5fba4cc,False,claude-3-sonnet-20240229
2ccb1d0e-b4ae-491b-b559-7464ab99cf5e,42,3,0,incorrect_first,A,2221c8e2-555c-488a-acae-6c823beaec94,f1763eef-3b89-434b-bf3f-91e2f5fba4cc,False,claude-3-sonnet-20240229
c2d9bc3e-4535-4a3d-a6f5-bcc613d0d40b,42,3,0,correct_first,A,2221c8e2-555c-488a-acae-6c823beaec94,f1763eef-3b89-434b-bf3f-91e2f5fba4cc,True,claude-3-opus-20240229
06050253-ce32-46a4-94ec-834e8f8b7a1e,42,3,0,incorrect_first,B,2221c8e2-555c-488a-acae-6c823beaec94,f1763eef-3b89-434b-bf3f-91e2f5fba4cc,True,claude-3-opus-20240229
