id,question_id,response,model_id,is_correct
8a9c1090-3536-487e-b935-1f101941b445,91,D,gpt-4-turbo-2024-04-09,False
0702c0fc-f7aa-4a3b-bbdd-24ea65e17c7c,92,D,gpt-4-turbo-2024-04-09,False
8a734ae0-ab71-4e7a-ada2-fd3067e1fabb,93,C,gpt-4-turbo-2024-04-09,False
4432d2bf-aee3-4b1e-859e-3979771ef654,94,D,gpt-4-turbo-2024-04-09,True
5d899639-8b19-408c-ac90-021a0702e679,95,D,gpt-4-turbo-2024-04-09,True
d971fdea-dfba-455b-833b-2478b4c172e2,96,C,gpt-4-turbo-2024-04-09,True
d87774bb-06cb-46bf-83a8-b90d03762c54,97,D,gpt-4-turbo-2024-04-09,False
c6ca8f9e-628a-4620-b95b-13423efea14f,98,C,gpt-4-turbo-2024-04-09,False
fa687370-f161-4a43-91f5-d99af6c351e3,99,C,gpt-4-turbo-2024-04-09,False
37441c51-b537-4a03-b392-5076d64c7442,0,B,claude-3-haiku-20240307,True
957d8922-b46f-414c-a37e-bcc2e124f19c,1,C,claude-3-haiku-20240307,False
877dc017-42e2-4f28-a8e0-a3b7ac631d96,2,B,claude-3-haiku-20240307,False
194e1ff1-fe07-4115-8cf3-e05291d0673c,3,D,claude-3-haiku-20240307,False
6eba6414-ad82-4904-b686-7db9326ad631,4,C,claude-3-haiku-20240307,True
d5f1ce10-aecf-4739-a7f5-6718fdaf036e,5,D,claude-3-haiku-20240307,True
9d2c9742-cdb2-4341-8b38-ac486db4d8ca,6,C,claude-3-haiku-20240307,True
14946218-c65c-4967-a222-9c8deb26fc33,7,C,claude-3-haiku-20240307,True
cc5085a8-83bf-444c-83e4-4feb3c0a6126,8,D,claude-3-haiku-20240307,False
cd4b01d5-d65a-445b-a3f8-c2a951f1804b,9,D,claude-3-haiku-20240307,False
bab10aea-ecaa-42c8-a664-1f8096612780,10,D,claude-3-haiku-20240307,True
ee871f0b-160c-4e80-acf9-6a1f806e47c2,11,B,claude-3-haiku-20240307,True
9092b626-7eee-45a2-9a8b-446f9574abd2,12,C,claude-3-haiku-20240307,False
561cf876-4eb1-4ece-a1bf-1fd2ac7bb2eb,13,C,claude-3-haiku-20240307,False
bb376788-4660-4b50-bfa6-4707f6d00378,14,C,claude-3-haiku-20240307,False
ce6a0abb-4c73-4c0b-b2a5-3c470c1df92b,15,D,claude-3-haiku-20240307,True
8cd996b1-847d-4194-8148-b10dd341df00,16,D,claude-3-haiku-20240307,False
22239a1c-b7ef-4243-8710-bca5e7327692,17,B,claude-3-haiku-20240307,False
0160642e-597b-4867-be67-daf849840858,18,D,claude-3-haiku-20240307,True
bd21f0ba-f9f1-4d63-a3e7-e56e9cceae67,19,C,claude-3-haiku-20240307,False
125bccad-5582-43f0-8557-e3c272f5dc5d,20,C,claude-3-haiku-20240307,False
a569ee6c-25b4-486d-ae27-699fe60de5d0,21,C,claude-3-haiku-20240307,False
201c2dfe-55e1-4b12-bf90-6ae86c52c281,22,D,claude-3-haiku-20240307,False
00304976-d175-4892-a55c-273b4ceb480c,23,C,claude-3-haiku-20240307,False
69710b72-ae83-44bf-bf89-7ea51d04a4e0,24,B,claude-3-haiku-20240307,True
cbb25cdd-7042-4539-b1f5-d913ffdddec0,25,B,claude-3-haiku-20240307,False
4f74051d-18a2-4473-889c-5fe0606ee811,26,C,claude-3-haiku-20240307,False
b9159a2f-f699-4a90-a36b-7c6389524f3e,27,C,claude-3-haiku-20240307,False
4a873a89-c781-4c40-923b-5af1c6eb2611,28,C,claude-3-haiku-20240307,False
9e81f360-485c-4510-833f-cafb4c484a68,29,D,claude-3-haiku-20240307,False
a365e50d-4ecb-4fee-bf0f-1bbea4c4ea63,30,D,claude-3-haiku-20240307,False
d0baabc6-0522-4694-9253-5fc683de6593,31,B,claude-3-haiku-20240307,True
852ef94c-1199-408c-9074-27e2c9ab5d1b,32,B,claude-3-haiku-20240307,True
6d1febc0-c2da-448e-8d0b-b68601f06f04,33,C,claude-3-haiku-20240307,True
0ba159af-68c8-471e-a459-ebd546dd595a,34,D,claude-3-haiku-20240307,True
4e529fe1-2c43-4e59-8802-e934b964b145,35,C,claude-3-haiku-20240307,False
5009bacc-b47d-426a-8300-ddb708d7c179,36,D,claude-3-haiku-20240307,False
2d0b0bd5-ecf7-4766-a57a-0a3404843991,37,B,claude-3-haiku-20240307,False
713a6ffb-e35e-42d1-a151-c0c6f13bbb9d,38,B,claude-3-haiku-20240307,False
ea47584c-fab4-4f4e-a090-b826d04dc468,39,C,claude-3-haiku-20240307,True
9eae9733-a57d-49c7-a5e8-27d34d5a2e2f,40,C,claude-3-haiku-20240307,False
fe023642-d8a2-4eeb-906a-2f4b38200cf4,41,D,claude-3-haiku-20240307,True
7dfda20b-5f6a-4a04-bb90-16402caf1c0a,42,C,claude-3-haiku-20240307,False
38cc79f7-c03c-409f-a917-d67ce29ec955,43,C,claude-3-haiku-20240307,False
f240d31b-e840-4b4a-85e1-78e6194a676c,44,C,claude-3-haiku-20240307,False
663e588b-72c3-414e-8bbd-420b28c7d9bf,45,B,claude-3-haiku-20240307,False
002e5abf-d0ea-4fa7-bd00-74042f204650,46,C,claude-3-haiku-20240307,False
fa932dfd-391b-43dd-ae40-c5ee4c6835c6,47,B,claude-3-haiku-20240307,True
5ba6f697-bf00-461e-85e8-96bf761dc5d0,48,C,claude-3-haiku-20240307,True
e15d62b8-d57d-4b71-8b13-0e9415a7c888,49,C,claude-3-haiku-20240307,False
f629589a-4ce9-4ade-9415-3946aee132f8,50,C,claude-3-haiku-20240307,False
6e6f5509-6e9f-478e-83b3-223298d1f66a,51,B,claude-3-haiku-20240307,True
50d809cc-fa36-4408-b3e2-f43c2742ec5b,52,C,claude-3-haiku-20240307,True
a47f50ad-594e-44dd-92dc-fbc85a0a52e6,53,C,claude-3-haiku-20240307,True
980f3f8b-ea57-4aed-a4ee-91ebd377eb72,54,C,claude-3-haiku-20240307,False
a0e2e97c-1136-4bfd-8ba0-411f2e67b862,55,C,claude-3-haiku-20240307,False
b11c77ed-ee06-4b98-b855-d03a82ab774e,56,C,claude-3-haiku-20240307,False
51314233-754f-49dc-9cee-3f1578d5439e,57,D,claude-3-haiku-20240307,True
eb43a278-fe53-4f25-a352-fc523b0799ff,58,D,claude-3-haiku-20240307,False
0a3e6f7f-b2b7-48ae-b245-b1100598aba3,59,B,claude-3-haiku-20240307,False
90195d1c-7795-4af9-b866-704a96d07d9a,60,C,claude-3-haiku-20240307,False
36e0f3f8-e7e9-404c-9fa1-771c43c62623,61,B,claude-3-haiku-20240307,False
0184dc6e-3d7d-4052-b0e0-61384adac046,62,B,claude-3-haiku-20240307,False
35b0f786-9354-45f4-bb8a-eef9e0588c1f,63,C,claude-3-haiku-20240307,False
07816c79-70d9-45df-95db-48ef45e3251e,64,D,claude-3-haiku-20240307,False
dae351cd-a98a-4066-b5b6-672362e36f22,65,C,claude-3-haiku-20240307,False
8f353fe2-93f5-493a-a973-e7529cada9e1,66,D,claude-3-haiku-20240307,False
0d904058-2366-4d59-a3a2-ca49ce87e526,67,D,claude-3-haiku-20240307,True
36ef5e16-32b3-4e7e-96f5-1934fe06edbf,68,C,claude-3-haiku-20240307,False
b0093971-5fbd-4708-b401-f8180a38b616,69,D,claude-3-haiku-20240307,False
57c10770-5eae-4827-9940-cdb8bc736333,70,D,claude-3-haiku-20240307,True
3ae02354-c978-4f00-adc7-ae9c6facd7af,71,B,claude-3-haiku-20240307,False
2856c9fb-c2b6-42d8-902f-774d0fff51dd,72,C,claude-3-haiku-20240307,False
f93cbca9-7a1f-4fcc-9fd4-c19ce7151d89,73,C,claude-3-haiku-20240307,False
05b52ad5-4f4c-4543-9153-c1adc8fe4d2b,74,C,claude-3-haiku-20240307,True
676f1591-5785-466b-aae4-607403b0f805,75,C,claude-3-haiku-20240307,False
a809b426-1dc3-44af-a239-5bb6c34697ae,76,B,claude-3-haiku-20240307,False
a53123d8-9f09-4b15-9d99-5d812ce20d1e,77,C,claude-3-haiku-20240307,True
6b4cc257-bee9-4e48-a2cb-4525528873f0,78,C,claude-3-haiku-20240307,False
f7f0fbf3-21aa-4232-b1a5-4a8711b23506,79,B,claude-3-haiku-20240307,True
21a642e7-b5b3-4d23-a296-e8122d53787f,80,C,claude-3-haiku-20240307,True
4e1a7aea-1ee7-4a68-b761-91b93db0747c,81,C,claude-3-haiku-20240307,False
0fc3b682-04bc-4c01-a8da-fdc7de9fc1ef,82,C,claude-3-haiku-20240307,False
56ceb086-d696-48b3-8345-138e7bf5ab65,83,C,claude-3-haiku-20240307,True
48fea6b5-1f6f-42f8-96c7-e7683050db20,84,C,claude-3-haiku-20240307,True
0db151a4-febe-4a9a-8c77-817768b1771d,85,B,claude-3-haiku-20240307,True
26c2c55d-d9c1-49af-9e38-7e43feeaf6a0,86,D,claude-3-haiku-20240307,False
05b64623-288c-4531-bc2c-186eaaebbd5b,87,C,claude-3-haiku-20240307,True
eac6828d-c437-4f68-8ba6-d97ae1192276,88,B,claude-3-haiku-20240307,False
eec6bae0-b24a-4ca8-bd4e-e30e32a3c622,89,C,claude-3-haiku-20240307,True
5777854f-3170-49c4-a1f9-3d6c9ff20ef1,90,C,claude-3-haiku-20240307,False
f056fdcf-3391-4f7c-9af1-1ea572b29ea1,91,D,claude-3-haiku-20240307,False
f232cfbc-975c-43ae-8df5-5aabc38b2898,92,C,claude-3-haiku-20240307,True
cf140c1f-5a69-4910-9597-62cff0ec0b4c,93,C,claude-3-haiku-20240307,False
7608720f-b028-4506-bbb3-8d6185061ecc,94,D,claude-3-haiku-20240307,True
57a997ea-97a4-4d72-912a-93ae5a1a25f7,95,C,claude-3-haiku-20240307,False
de55d51e-5be6-4516-841c-bc51e1cf7f76,96,B,claude-3-haiku-20240307,False
ddbc6269-3276-42a3-9220-89b8565b8043,97,D,claude-3-haiku-20240307,False
426f1162-8c26-44b6-a43b-8da52d09f217,98,C,claude-3-haiku-20240307,False
8d74b487-54c6-4adc-93be-8290cf6b5b3c,99,C,claude-3-haiku-20240307,False
111bfe8e-a0f4-4660-a428-e85cefcaddf7,0,B,claude-3-sonnet-20240229,True
50733cdf-a344-406a-86ec-e73557ebca75,1,C,claude-3-sonnet-20240229,False
de42d842-3e0e-47af-840f-64ebacd37bff,2,B,claude-3-sonnet-20240229,False
5f79c4fe-3c50-4b7b-8279-862438da5c5b,3,D,claude-3-sonnet-20240229,False
64a7a0c7-5353-498c-a010-28130f967fc0,4,C,claude-3-sonnet-20240229,True
e8f7c023-6b78-4164-8a6f-844d8961fbed,5,B,claude-3-sonnet-20240229,False
42d9abf2-1e5c-472b-bcd0-a3314409eba5,6,C,claude-3-sonnet-20240229,True
5f079013-2603-4ca3-8a97-354a3eba4e79,7,D,claude-3-sonnet-20240229,False
b297ac40-1ed2-4b12-a01c-53f483a78e99,8,D,claude-3-sonnet-20240229,False
8ffebfcc-ac93-4e3b-91b9-e2d1c70a5bec,9,C,claude-3-sonnet-20240229,False
1e1ec057-eaa4-4513-a12b-c66897ebaa8a,10,D,claude-3-sonnet-20240229,True
7a08505b-8f7c-4862-b93c-8bf9fd52a73f,11,C,claude-3-sonnet-20240229,False
246b67e8-52a0-4a84-830c-e153f68f3b05,12,C,claude-3-sonnet-20240229,False
51be871c-6145-4091-807b-ca618060711a,13,C,claude-3-sonnet-20240229,False
e2f62740-808d-47e7-8eca-f2124bb631ff,14,C,claude-3-sonnet-20240229,False
6210d420-f89a-4650-a20e-76d207b58958,15,D,claude-3-sonnet-20240229,True
ff0449cc-6a60-47d7-a7ce-901c9f943fcf,16,D,claude-3-sonnet-20240229,False
d0e2c94d-029b-40a0-845c-3769d60d60c2,17,B,claude-3-sonnet-20240229,False
59910cf3-ae11-482d-ae88-689a4b3804f5,18,D,claude-3-sonnet-20240229,True
1d23c587-abdd-44b8-bc7a-d319577757d8,19,C,claude-3-sonnet-20240229,False
abcad1f4-6d6f-4bf1-b984-c93d622d9486,20,D,claude-3-sonnet-20240229,True
76f39be4-a1b0-4000-9133-2b72730b2ea6,21,C,claude-3-sonnet-20240229,False
da481669-589e-4d60-a75f-cea81e170f4d,22,D,claude-3-sonnet-20240229,False
27765a28-f7a0-47fe-a37b-8521f4b9a46f,23,C,claude-3-sonnet-20240229,False
80498966-a2fc-4df6-99d7-a55fcc123d45,24,C,claude-3-sonnet-20240229,False
f8ed79c5-0045-466e-97dc-7f8fa87f2b8b,25,B,claude-3-sonnet-20240229,False
abb29e99-6e84-4fb1-b36e-4de2c674a54d,26,C,claude-3-sonnet-20240229,False
4e5edf5e-44d7-4da4-9080-a64c8a70c337,27,C,claude-3-sonnet-20240229,False
77d99790-4cf3-4147-8d61-6d2e295a0bd6,28,C,claude-3-sonnet-20240229,False
cf7216f2-7abb-440c-a455-08d605452a16,29,D,claude-3-sonnet-20240229,False
73d11b9d-6c8e-45c9-b7ba-16a94b96b36f,30,D,claude-3-sonnet-20240229,False
0a2b7b6b-187f-41fa-876c-a7b17f470a2c,31,B,claude-3-sonnet-20240229,True
e582950e-fa0e-4595-9f99-b4b9db11a22f,32,B,claude-3-sonnet-20240229,True
b9448d8f-1483-442f-81ca-2d3b2694e5fe,33,C,claude-3-sonnet-20240229,True
576ee311-635e-472f-a912-e08f9d48f68c,34,D,claude-3-sonnet-20240229,True
cfee2005-b19d-4752-b88f-5af07b20b0c4,35,C,claude-3-sonnet-20240229,False
0e3c4f6f-eb83-4b16-a63b-5c1d3322cc30,36,D,claude-3-sonnet-20240229,False
7a81d6ad-c102-42d0-ab02-cca76e4f0f4f,37,B,claude-3-sonnet-20240229,False
b87b8888-7c2b-494e-9c11-d4880732f49c,38,C,claude-3-sonnet-20240229,False
d1ca1e8e-39f3-43e7-b09a-dd64bdd70942,39,D,claude-3-sonnet-20240229,False
4a6f7df9-f03e-4425-a2d5-e00269c8688b,40,B,claude-3-sonnet-20240229,True
8865b5b9-a30b-404b-b7cc-1729b64fdb88,41,D,claude-3-sonnet-20240229,True
6c352c6b-5d5f-42d0-9b5b-2674f71c497f,42,B,claude-3-sonnet-20240229,False
7d5c52af-1a36-4cc2-ab12-6eecc7a69651,43,D,claude-3-sonnet-20240229,False
35edf69d-4509-4074-9d92-d3f8530f06e4,44,D,claude-3-sonnet-20240229,True
a1339843-13a0-40bc-ac74-dc4ec866a937,45,C,claude-3-sonnet-20240229,False
714a2a79-acdd-4a6f-9530-790a362c5e2f,46,C,claude-3-sonnet-20240229,False
ecec52da-1cc2-440b-8af4-4df7fdfcefeb,47,B,claude-3-sonnet-20240229,True
10900291-4518-4fae-ae4f-b972f815680d,48,B,claude-3-sonnet-20240229,False
f24cadf5-7ba3-4ff8-b9e1-92c934e974b6,49,C,claude-3-sonnet-20240229,False
2d46d9a3-8d9f-4b28-9d65-0a3ec9cd90f5,50,B,claude-3-sonnet-20240229,False
fdff7990-096a-4050-bfe3-f3df1a81d210,51,B,claude-3-sonnet-20240229,True
beaf91b9-7052-43af-9954-455f99693c8e,52,C,claude-3-sonnet-20240229,True
39394533-5ed7-4de6-957c-d74934df8275,53,D,claude-3-sonnet-20240229,False
5152e67d-061a-454b-912d-23423a1e10d8,54,C,claude-3-sonnet-20240229,False
8773fbd6-d33c-4a0d-8a4b-3861534d912c,55,B,claude-3-sonnet-20240229,False
867f3c93-5e8a-44eb-9540-28ca3776e12a,56,B,claude-3-sonnet-20240229,True
393e7336-34f1-4dc9-b22c-fe76c07c62ac,57,D,claude-3-sonnet-20240229,True
b742a094-f4a4-424a-9a4f-f120c21fadcc,58,B,claude-3-sonnet-20240229,False
5e012f15-6483-456a-8fce-0b2ea0bf0998,59,B,claude-3-sonnet-20240229,False
c92ee6b4-0bc5-4538-821a-98130f57638b,60,C,claude-3-sonnet-20240229,False
04abc4c8-d8ef-41ea-9097-9c51a95983b2,61,B,claude-3-sonnet-20240229,False
